scope,flag_type,river,year,date,flux_id,value,threshold,notes
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-10,33763165.36132389,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-11,32563187.002119627,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-12,31267095.740943715,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-13,29319382.620207414,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-14,26751460.773709245,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-15,24353691.07017213,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-16,22225957.109645557,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-17,21077919.25947256,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-07-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-07-18,20052337.359178774,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-10,22317476.899151992,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-11,22991019.277137715,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-12,23164220.04994962,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-13,23239874.366103824,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-14,23420474.70257779,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-15,23503515.461941775,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-16,23084353.58493691,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-17,22972779.172699783,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-18,23167641.431636833,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-19,23265412.208698448,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-20,23468227.346304014,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-21,23573788.658860777,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-22,23784780.77547047,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-23,23898308.830801457,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-24,24117693.02714255,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-25,23324349.51838114,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-26,22338536.156833425,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-27,21364214.62166905,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2020,2020-08-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2020-08-28,20401342.925640024,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-23,21390280.496846966,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-24,24182091.065840617,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-25,27270823.827621337,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-26,35674412.16041244,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-27,71551267.40377226,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-28,94241568.33322853,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-29,131528835.60691799,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-30,149340850.59175095,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-05-31,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-05-31,141912278.12942713,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-01,129134451.61017975,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-02,113555232.97426528,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-03,96978392.39076841,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-04,89501458.54710077,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-05,79748370.9465429,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-06,70686727.58269542,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-07,63887867.57762455,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-08,59950223.417689495,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-09,57772026.25723958,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-10,55901736.78985045,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-11,54887598.881959476,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-12,54021401.349843465,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-13,53575514.495996535,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-14,55192355.58250203,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-15,57496090.85547514,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-16,59383850.96893243,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-17,60714464.74877835,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-18,59418190.888917,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-19,58682552.528716944,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-20,58362340.638978064,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-21,58180903.271562934,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-22,57731345.46768822,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-23,56883198.48343228,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-24,55510246.532705955,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-25,53756589.02585695,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-26,51763576.74592289,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-27,50057082.527536094,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-28,49144709.494276784,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-29,47986795.426853,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-06-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-06-30,46589013.029534556,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-01,45083377.70084719,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-02,43722272.01854157,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-03,42749631.287498616,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-04,42157443.587975726,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-05,43537541.70372146,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-06,44548961.847093135,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-07,43958839.963430256,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-08,41671451.53887401,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-09,39063347.14014951,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-10,36386460.917537026,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-11,34458270.017596036,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-12,32792368.89941594,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-13,32062239.37821876,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-14,31228585.271611422,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-15,30518193.748906672,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-16,29928613.851055548,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-17,28904368.410662707,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-18,27566951.193173356,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-19,25820565.034028023,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-20,23791279.824801993,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-21,21911560.36519102,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-07-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-07-22,19973700.596880488,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-08,20459840.791320425,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-09,23156183.630241305,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-10,25197183.474242132,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-11,27708539.436712768,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-12,31041884.807917733,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-13,30050939.695917875,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-14,28742092.502301622,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-15,28844742.12240033,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-16,27438844.671436097,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-17,25831912.35079028,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-18,23506890.903854672,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-19,21015562.746495795,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-28,20297991.087957073,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-29,20307218.99686959,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-09-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-09-30,20004573.01716925,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-10-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-10-01,20016162.306133334,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2021,2021-10-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2021-10-02,20029302.358042665,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-05-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-05-30,33773098.12942822,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-05-31,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-05-31,49204218.84664067,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-01,65311523.432870075,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-02,82104040.5969482,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-03,99222422.27540217,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-04,116718990.36857197,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-05,134451940.69854358,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-06,164408678.86595422,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-07,121221991.96452868,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-08,104271384.7847268,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-09,99246705.44440134,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-10,84340068.98533367,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-11,94737100.6932687,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-12,87483611.3842255,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-13,85247344.35625117,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-14,75722574.37481883,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-15,69292732.70036745,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-16,71055922.52748266,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-17,66578178.584531605,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-18,66221078.58273005,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-19,63780410.79325778,19894652.439863592,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Lena,2022,2022-06-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Lena_2022-06-20,61509416.10655305,19894652.439863592,Threshold is five times the river median daily flux.
